id,mild_injuries,serious_injuries,victims,vehicles_involved,longitude,latitude,date
2017S008429,2,0,2,2,2.12562442,41.34004482,2017-10-13 08:00:00
2017S007316,2,0,2,2,2.12045245,41.33942606,2017-09-01 13:00:00
2017S010210,5,0,5,2,2.1673561,41.360885499999995,2017-12-08 21:00:00
2017S006364,1,0,1,2,2.12452894,41.33766786,2017-07-21 02:00:00
2017S004615,1,0,1,3,2.1852720000000003,41.416365,2017-05-25 14:00:00
2017S007775,1,0,1,2,2.183245,41.416336,2017-09-20 12:00:00
2017S004484,1,0,1,2,2.183245,41.416336,2017-05-20 21:00:00
2017S010680,2,0,2,1,2.183561,41.416371999999996,2017-12-26 20:00:00
2017S005152,1,0,1,1,2.184059,41.416763,2017-06-12 15:00:00
2017S003932,1,0,1,1,2.181225,41.413958,2017-05-03 20:00:00
2017S010348,1,0,1,2,2.18229,41.415772,2017-12-14 20:00:00
2017S000245,1,0,1,2,2.180453,41.41579,2017-01-11 07:00:00
2017S005695,1,0,1,2,2.18114,41.416295,2017-06-30 12:00:00
2017S007384,0,1,1,2,2.176324,41.412546,2017-09-04 16:00:00
2017S008080,1,0,1,2,2.176324,41.412546,2017-09-30 19:00:00
2017S003439,1,0,1,2,2.178314,41.410784,2017-04-17 14:00:00
2017S002410,4,0,4,2,2.1777189999999997,41.410323,2017-03-25 14:00:00
2017S009296,1,0,1,1,2.17674,41.411445,2017-11-09 22:00:00
2017S010102,2,0,2,2,2.1801,41.410287,2017-12-04 00:00:00
2017S002158,1,0,1,2,2.1848549999999998,41.408993,2017-03-17 16:00:00
2017S007606,1,0,1,2,2.154877,41.38621,2017-09-14 14:00:00
2017S007805,0,1,1,2,2.183407,41.407785,2017-09-20 20:00:00
2017S008987,1,0,1,2,2.1840330000000003,41.408102,2017-10-30 20:00:00
2017S002244,1,0,1,2,2.185732,41.407803,2017-03-20 19:00:00
2017S001012,1,0,1,1,2.181775,41.408393,2017-02-07 11:00:00
2017S009722,1,0,1,2,2.181955,41.408528999999994,2017-11-22 20:00:00
2017S001895,1,0,1,2,2.181123,41.407749,2017-03-08 12:00:00
2017S008277,2,0,2,4,2.181123,41.407749,2017-10-07 06:00:00
2017S004380,0,0,0,2,2.183407,41.407785,2017-05-17 13:00:00
2017S001233,1,0,1,1,2.1857509999999998,41.409684000000006,2017-02-14 16:00:00
2017S007303,0,1,1,1,2.185811,41.409729999999996,2017-08-31 21:00:00
2017S007003,1,0,1,2,2.185732,41.407803,2017-08-15 18:00:00
2017S000893,1,0,1,2,2.18647,41.408498,2017-02-02 09:00:00
2017S001163,1,0,1,2,2.186855,41.408522999999995,2017-02-11 15:00:00
2017S007277,2,0,2,3,2.183965,41.407337,2017-08-31 07:00:00
2017S002245,1,0,1,1,2.186855,41.408522999999995,2017-03-20 19:00:00
2017S009302,1,0,1,1,2.187185,41.408131,2017-11-10 11:00:00
2017S002101,1,0,1,1,2.18452,41.406912,2017-03-15 23:00:00
2017S005169,1,0,1,2,2.185863,41.402617,2017-06-13 09:00:00
2017S006669,1,0,1,2,2.188084,41.404624,2017-08-01 19:00:00
2017S005643,1,0,1,2,2.188682,41.403765,2017-06-28 19:00:00
2017S000296,1,0,1,2,2.1868540000000003,41.405403,2017-01-12 12:00:00
2017S000609,1,0,1,2,2.185564,41.407540999999995,2017-01-23 16:00:00
2017S005444,1,0,1,1,2.196643,41.411561,2017-06-21 19:00:00
2017S007332,0,0,0,1,2.197063,41.411044,2017-09-01 18:00:00
2017S000726,2,0,2,2,2.193542,41.413696,2017-01-27 17:00:00
2017S001891,1,0,1,2,2.194216,41.414467,2017-03-08 10:00:00
2017S000532,1,0,1,2,2.186061,41.405891,2017-01-20 11:00:00
2017S006453,1,0,1,2,2.185657,41.406065000000005,2017-07-24 15:00:00
2017S004345,1,0,1,2,2.186425,41.409909999999996,2017-05-16 13:00:00
2017S000869,1,0,1,2,2.186557,41.409003999999996,2017-02-01 18:00:00
2017S001562,1,0,1,2,2.18656,41.410613,2017-02-25 08:00:00
2017S009772,2,0,2,3,2.186877,41.410354,2017-11-24 08:00:00
2017S007600,1,0,1,5,2.191279,41.411972999999996,2017-09-13 23:00:00
2017S000137,1,0,1,2,2.1884,41.410069,2017-01-06 22:00:00
2017S008267,1,0,1,2,2.192552,41.407639,2017-10-06 20:00:00
2017S007951,1,0,1,1,2.193547,41.411986999999996,2017-09-26 12:00:00
2017S006854,1,0,1,2,2.191279,41.411972999999996,2017-08-08 23:00:00
2017S006079,1,0,1,1,2.187637,41.410827000000005,2017-07-12 17:00:00
2017S004641,1,0,1,3,2.193547,41.411986999999996,2017-05-26 08:00:00
2017S003623,1,0,1,2,2.186892,41.413523,2017-04-23 11:00:00
2017S008103,2,0,2,2,2.187887,41.414538,2017-10-01 21:00:00
2017S003940,1,0,1,3,2.19303,41.410796000000005,2017-05-04 10:00:00
2017S006732,1,0,1,2,2.211398,41.421881,2017-08-02 11:00:00
2017S003914,4,0,4,2,2.221726,41.410514,2017-05-03 11:00:00
2017S001257,1,0,1,2,2.2049090000000002,41.422204,2017-02-15 01:00:00
2017S010414,1,0,1,2,2.22051,41.412138,2017-12-16 18:00:00
2017S003078,0,0,0,1,2.216609,41.413737,2017-04-03 19:00:00
2017S010707,2,0,2,2,2.2003630000000003,41.418811,2017-12-27 16:00:00
2017S009012,1,0,1,2,2.202633,41.418803000000004,2017-10-31 19:00:00
2017S005997,2,0,2,1,2.201852,41.419652,2017-07-10 15:00:00
2017S005176,1,0,1,3,2.201282,41.426638,2017-06-13 14:00:00
2017S000123,2,0,2,2,2.20173,41.427479999999996,2017-01-05 17:00:00
2017S005072,1,0,1,2,2.2005529999999998,41.426415999999996,2017-06-09 17:00:00
2017S007144,1,0,1,1,2.2024,41.420066,2017-08-23 20:00:00
2017S000944,1,0,1,1,2.2043220000000003,41.417325,2017-02-03 20:00:00
2017S000612,1,0,1,3,2.198959,41.423403,2017-01-23 18:00:00
2017S002424,1,0,1,1,2.198539,41.42411,2017-03-26 06:00:00
2017S008874,1,0,1,2,2.2039619999999998,41.407568,2017-10-26 21:00:00
2017S003235,0,0,0,2,2.21694,41.412696999999994,2017-04-07 18:00:00
2017S006914,1,0,1,2,2.216424,41.413489,2017-08-11 15:00:00
2017S001120,2,0,2,2,2.20713,41.414859,2017-02-10 10:00:00
2017S004843,1,0,1,1,2.216113,41.411226,2017-06-02 06:00:00
2017S002075,2,0,2,1,2.20736,41.410118,2017-03-15 08:00:00
2017S008856,1,0,1,1,2.2039619999999998,41.407568,2017-10-26 08:00:00
2017S004209,2,0,2,2,2.209648,41.416875,2017-05-12 00:00:00
2017S008566,3,0,3,2,2.199459,41.397299,2017-10-18 09:00:00
2017S002006,1,0,1,1,2.2087060000000003,41.397420000000004,2017-03-12 04:00:00
2017S004941,1,0,1,2,2.19633,41.396815000000004,2017-06-06 09:00:00
2017S002347,1,0,1,2,2.198332,41.398139,2017-03-23 19:00:00
2017S010097,1,0,1,2,2.200803,41.394523,2017-12-03 13:00:00
2017S000122,0,0,0,1,2.208398,41.419569,2017-01-05 19:00:00
2017S003738,1,0,1,2,2.2018560000000003,41.407389,2017-04-27 10:00:00
2017S007503,2,0,2,2,2.198342,41.410089,2017-09-09 15:00:00
2017S001061,0,0,0,3,2.205805,41.417384000000006,2017-02-08 17:00:00
2017S007904,1,0,1,4,2.1981900000000003,41.411891,2017-09-24 09:00:00
2017S010082,0,0,0,1,2.197063,41.411044,2017-12-02 13:00:00
2017S004702,2,0,2,2,2.19735,41.411031,2017-05-28 08:00:00
2017S008946,1,0,1,1,2.201731,41.409239,2017-10-29 17:00:00
2017S006672,1,0,1,2,2.193034,41.407835,2017-08-01 21:00:00
2017S005878,0,0,0,2,2.201634,41.414446999999996,2017-07-05 16:00:00
2017S009684,1,0,1,2,2.206224,41.416095,2017-11-21 22:00:00
2017S001113,1,0,1,1,2.194859,41.409289,2017-02-10 09:00:00
2017S003816,1,0,1,2,2.2028939999999997,41.413519,2017-04-29 14:00:00
2017S005995,1,0,1,1,2.205048,41.414983,2017-07-10 14:00:00
2017S000591,1,0,1,1,2.201634,41.414446999999996,2017-01-22 19:00:00
2017S001862,1,0,1,2,2.2030380000000003,41.40997,2017-03-07 09:00:00
2017S003392,1,0,1,2,2.20736,41.410118,2017-04-14 11:00:00
2017S007682,1,0,1,2,2.198352,41.406690000000005,2017-09-16 22:00:00
2017S004402,1,0,1,2,2.193796,41.406675,2017-05-18 10:00:00
2017S001437,1,0,1,1,2.208511,41.407540000000004,2017-02-21 08:00:00
2017S009997,2,0,2,2,2.20452,41.407344,2017-11-30 19:00:00
2017S004372,1,0,1,1,2.210245,41.404509000000004,2017-05-17 09:00:00
2017S004224,0,0,0,2,2.209333,41.403729,2017-05-12 12:00:00
2017S003904,1,0,1,1,2.209629,41.40958,2017-05-03 07:00:00
2017S005550,3,0,3,4,2.205233,41.401617,2017-06-25 20:00:00
2017S003533,1,0,1,1,2.196057,41.404944,2017-04-20 17:00:00
2017S007185,0,0,0,1,2.202391,41.406085,2017-08-26 09:00:00
2017S003838,2,0,2,3,2.200855,41.401938,2017-04-30 11:00:00
2017S008465,2,0,2,2,2.204611,41.393827,2017-10-14 18:00:00
2017S003629,5,0,5,5,2.2018,41.392004,2017-04-23 15:00:00
2017S004526,1,0,1,2,2.205981,41.395376,2017-05-22 09:00:00
2017S002436,1,0,1,2,2.203103,41.393091999999996,2017-03-27 08:00:00
2017S003016,1,0,1,2,2.1868689999999997,41.393128999999995,2017-04-01 18:00:00
2017S003290,2,0,2,2,2.190224,41.392272999999996,2017-04-10 15:00:00
2017S004342,1,0,1,2,2.1858049999999998,41.393971,2017-05-16 12:00:00
2017S006013,1,0,1,1,2.187949,41.393957,2017-07-11 09:00:00
2017S000456,1,0,1,2,2.1897349999999998,41.396734,2017-01-17 14:00:00
2017S007632,1,0,1,2,2.1869509999999996,41.399893,2017-09-15 09:00:00
2017S005194,1,0,1,2,2.1925470000000002,41.393928,2017-06-13 21:00:00
2017S009929,1,0,1,2,2.1868689999999997,41.393128999999995,2017-11-28 18:00:00
2017S010245,1,0,1,2,2.1880330000000003,41.402572,2017-12-11 10:00:00
2017S005770,1,0,1,2,2.2096400000000003,41.400669,2017-07-03 16:00:00
2017S007662,0,0,0,1,2.213772,41.403526,2017-09-15 23:00:00
2017S010115,1,0,1,2,2.1903669999999997,41.404181,2017-12-04 14:00:00
2017S008757,1,0,1,2,2.21088,41.400104,2017-10-22 15:00:00
2017S008323,2,0,2,2,2.215322,41.404969,2017-07-15 13:00:00
2017S007902,1,0,1,1,2.218669,41.407651,2017-09-24 04:00:00
2017S010551,2,0,2,1,2.222171,41.411355,2017-12-21 02:00:00
2017S005323,2,0,2,2,2.218332,41.406911,2017-06-17 22:00:00
2017S006639,1,0,1,2,2.194493,41.399488,2017-07-31 08:00:00
2017S006839,2,0,2,1,2.217908,41.405822,2017-08-08 13:00:00
2017S008561,0,0,0,2,2.217908,41.405822,2017-10-18 07:00:00
2017S009139,3,0,3,2,2.193389,41.400040000000004,2017-11-04 20:00:00
2017S004670,2,0,2,2,2.214286,41.402570000000004,2017-05-26 21:00:00
2017S005668,1,0,1,2,2.201548,41.391096999999995,2017-06-29 19:00:00
2017S008675,1,0,1,2,2.2111259999999997,41.401901,2017-10-20 17:00:00
2017S010420,1,0,1,2,2.213735,41.402829,2017-12-16 19:00:00
2017S002461,1,0,1,2,2.213735,41.402829,2017-03-28 07:00:00
2017S009070,1,0,1,2,2.2128799999999997,41.402187,2017-11-03 07:00:00
2017S006098,1,0,1,2,2.219305,41.411328000000005,2017-07-13 12:00:00
2017S004792,2,0,2,2,2.190701,41.402084,2017-05-31 13:00:00
2017S002477,1,0,1,2,2.2147580000000002,41.403345,2017-03-28 15:00:00
2017S000327,3,0,3,4,2.217285,41.4053,2017-01-13 14:00:00
2017S001205,1,0,1,2,2.218003,41.406044,2017-02-13 18:00:00
2017S001333,4,0,4,4,2.21559,41.404004,2017-02-17 14:00:00
2017S007492,1,0,1,2,2.1915560000000003,41.398216999999995,2017-09-09 00:00:00
2017S005303,1,0,1,2,2.2115110000000002,41.401814,2017-06-17 20:00:00
2017S000604,1,0,1,2,2.21028,41.405466,2017-01-23 10:00:00
2017S000982,1,0,1,2,2.213302,41.405646000000004,2017-02-06 07:00:00
2017S004394,3,0,3,2,2.176656,41.374429,2017-05-18 00:00:00
2017S009532,1,0,1,1,2.167196,41.380288,2017-11-16 20:00:00
2017S005486,1,0,1,1,2.170537,41.375415000000004,2017-06-23 01:00:00
2017S005824,1,0,1,1,2.176835,41.375294,2017-07-04 19:00:00
2017S003530,0,0,0,2,2.173452,41.375058,2017-04-20 16:00:00
2017S010224,1,0,1,2,2.1762919999999997,41.372365,2017-12-10 00:00:00
2017S004690,1,0,1,1,2.176311,41.374765999999994,2017-05-27 15:00:00
2017S008950,0,0,0,1,2.1776240000000002,41.374301,2017-10-29 21:00:00
2017S006138,1,0,1,2,2.197259,41.393964000000004,2017-07-14 10:00:00
2017S006412,1,0,1,1,2.201007,41.38794,2017-07-22 17:00:00
2017S010159,1,0,1,1,2.194805,41.387167,2017-12-05 16:00:00
2017S009541,0,0,0,1,2.201603,41.391059000000006,2017-11-17 01:00:00
2017S004456,2,0,2,2,2.199842,41.390438,2017-05-19 21:00:00
2017S006063,1,0,1,2,2.197996,41.389281,2017-07-12 08:00:00
2017S007315,1,0,1,1,2.194517,41.389066,2017-09-01 14:00:00
2017S010684,1,0,1,5,2.197392,41.388013,2017-12-27 04:00:00
2017S005596,1,0,1,2,2.1959470000000003,41.388026,2017-06-26 23:00:00
2017S008470,0,0,0,6,2.189985,41.39035,2017-10-14 13:00:00
2017S000738,0,0,0,2,2.200096,41.389776,2017-01-28 02:00:00
2017S009081,0,0,0,1,2.174252,41.376651,2017-11-03 13:00:00
2017S001635,3,0,3,3,2.177375,41.373978,2017-02-28 07:00:00
2017S004087,1,0,1,2,2.178907,41.383833,2017-05-08 21:00:00
2017S010405,1,0,1,2,2.1762479999999997,41.377971,2017-12-16 18:00:00
2017S003383,1,0,1,2,2.179138,41.377884,2017-04-13 21:00:00
2017S009528,1,0,1,1,2.170717,41.385915000000004,2017-11-16 18:00:00
2017S008609,1,0,1,2,2.176835,41.375294,2017-10-19 17:00:00
2017S010397,1,0,1,2,2.177378,41.375299,2017-12-16 10:00:00
2017S007088,1,0,1,1,2.179935,41.377958,2017-08-20 07:00:00
2017S006752,0,0,0,1,2.20493,41.444642,2017-08-04 10:00:00
2017S005434,0,0,0,1,2.1767279999999998,41.382436,2017-06-21 11:00:00
2017S000795,1,0,1,1,2.168071,41.37976,2017-01-30 11:00:00
2017S003242,0,0,0,1,2.170357,41.384628,2017-04-08 03:00:00
2017S008456,2,0,2,1,2.165437,41.385956,2017-10-14 09:00:00
2017S009001,1,0,1,1,2.165814,41.385829,2017-10-31 14:00:00
2017S006961,1,0,1,2,2.167707,41.385668,2017-08-13 16:00:00
2017S003212,2,0,2,1,2.1693439999999997,41.385405,2017-04-05 20:00:00
2017S001328,1,0,1,2,2.166857,41.385626,2017-02-17 12:00:00
2017S005739,1,0,1,1,2.183262,41.38258,2017-07-02 12:00:00
2017S000459,1,0,1,1,2.186597,41.388181,2017-01-17 16:00:00
2017S006949,1,0,1,1,2.1884240000000004,41.378192,2017-08-13 00:00:00
2017S004227,0,0,0,1,2.186597,41.388181,2017-05-12 14:00:00
2017S001390,1,0,1,1,2.183294,41.383379,2017-02-19 16:00:00
2017S008718,2,0,2,1,2.188231,41.378482,2017-10-21 20:00:00
2017S003375,1,0,1,2,2.2018,41.392004,2017-04-13 18:00:00
2017S007932,1,0,1,3,2.183891,41.381171,2017-09-25 19:00:00
2017S007604,3,0,3,1,2.187019,41.382208,2017-09-14 12:00:00
2017S004166,1,0,1,2,2.187019,41.382208,2017-05-10 18:00:00
2017S010744,1,0,1,2,2.189087,41.38315,2017-12-29 08:00:00
2017S004266,2,0,2,2,2.188342,41.381596,2017-05-13 17:00:00
2017S001054,1,0,1,5,2.183891,41.381171,2017-02-08 16:00:00
2017S008486,1,0,1,2,2.182552,41.381358,2017-10-15 18:00:00
2017S004804,0,1,1,2,2.1819740000000003,41.381015999999995,2017-05-31 22:00:00
2017S003350,0,0,0,2,2.1822060000000003,41.381336,2017-04-12 19:00:00
2017S000851,1,0,1,2,2.193746,41.386113,2017-02-01 10:00:00
2017S008971,1,0,1,2,2.185192,41.384459,2017-10-30 15:00:00
2017S005223,2,0,2,1,2.171319,41.386944,2017-06-14 21:00:00
2017S008716,1,0,1,2,2.17103,41.387632,2017-10-21 17:00:00
2017S004623,1,0,1,1,2.175365,41.384615999999994,2017-05-25 16:00:00
2017S006026,2,0,2,1,2.176959,41.385301,2017-07-11 16:00:00
2017S010256,1,0,1,2,2.173553,41.387734,2017-12-11 13:00:00
2017S000606,1,0,1,1,2.176959,41.385301,2017-01-23 15:00:00
2017S002095,3,0,3,2,2.176281,41.385674,2017-03-15 20:00:00
2017S006906,1,0,1,2,2.195364,41.386727,2017-08-10 22:00:00
2017S010538,2,0,2,2,2.195657,41.386345,2017-12-20 16:00:00
2017S005721,1,0,1,2,2.195364,41.386727,2017-06-30 17:00:00
2017S003638,1,0,1,2,2.194296,41.382535,2017-04-24 07:00:00
2017S008440,0,0,0,1,2.1894310000000003,41.376605,2017-10-13 17:00:00
2017S001444,1,0,1,1,2.1903669999999997,41.381944,2017-02-20 22:00:00
2017S000764,1,0,1,2,2.195974,41.386421,2017-01-29 10:00:00
2017S002106,1,0,1,1,2.194666,41.383404999999996,2017-03-16 05:00:00
2017S008850,1,0,1,2,2.184135,41.382152000000005,2017-10-25 23:00:00
2017S005532,2,0,2,1,2.19062,41.376775,2017-06-25 18:00:00
2017S005717,1,0,1,2,2.18896,41.377193,2017-06-30 17:00:00
2017S004877,1,0,1,2,2.189986,41.377429,2017-06-02 18:00:00
2017S008446,2,0,2,2,2.195364,41.386727,2017-10-13 20:00:00
2017S008482,0,0,0,2,2.184747,41.382178,2017-10-15 12:00:00
2017S003370,3,0,3,1,2.181406,41.389262,2017-04-13 16:00:00
2017S004245,1,0,1,1,2.177675,41.38623,2017-05-12 19:00:00
2017S003801,1,0,1,2,2.183824,41.389514,2017-04-28 21:00:00
2017S007110,1,0,1,1,2.184155,41.389768,2017-08-22 16:00:00
2017S010633,1,0,1,2,2.174919,41.387003,2017-12-24 14:00:00
2017S005097,1,0,1,2,2.15178,41.377044,2017-06-10 16:00:00
2017S000993,0,0,0,1,2.178684,41.386873,2017-02-06 12:00:00
2017S006259,1,0,1,1,2.174323,41.38729,2017-07-18 11:00:00
2017S009475,1,0,1,2,2.1541669999999997,41.375,2017-11-15 17:00:00
2017S005023,1,0,1,2,2.174323,41.38729,2017-06-08 16:00:00
2017S001793,1,0,1,2,2.152588,41.374777,2017-03-04 19:00:00
2017S007234,2,0,2,2,2.155303,41.377779,2017-08-29 17:00:00
2017S002206,1,0,1,2,2.1541650000000003,41.376925,2017-03-19 11:00:00
2017S006779,1,0,1,2,2.1540209999999997,41.378378999999995,2017-08-05 11:00:00
2017S003387,1,0,1,2,2.176959,41.385301,2017-04-13 22:00:00
2017S000718,2,0,2,2,2.178172,41.384525,2017-01-27 11:00:00
2017S003566,1,0,1,2,2.1505389999999998,41.381378999999995,2017-04-21 14:00:00
2017S007209,0,0,0,5,2.1511259999999996,41.382784,2017-08-28 07:00:00
2017S010000,3,0,3,4,2.155061,41.381374,2017-11-30 19:00:00
2017S008905,2,0,2,2,2.1494,41.383924,2017-10-27 16:00:00
2017S005752,0,0,0,1,2.14719,41.38219,2017-07-03 04:00:00
2017S003931,0,0,0,2,2.1505389999999998,41.384784,2017-05-03 19:00:00
2017S005140,0,0,0,3,2.153286,41.384287,2017-06-12 12:00:00
2017S010492,1,0,1,3,2.158433,41.381699,2017-12-19 12:00:00
2017S004160,1,0,1,2,2.1443529999999997,41.380924,2017-05-10 14:00:00
2017S001020,1,0,1,2,2.1494,41.383924,2017-02-07 14:00:00
2017S002446,1,0,1,2,2.1494,41.383924,2017-03-27 14:00:00
2017S000205,1,0,1,2,2.154035,41.37874,2017-01-09 22:00:00
2017S007525,1,0,1,2,2.154613,41.379486,2017-09-10 20:00:00
2017S002512,2,0,2,2,2.151529,41.384027,2017-03-29 11:00:00
2017S001018,1,0,1,1,2.155059,41.384771,2017-02-07 13:00:00
2017S006939,1,0,1,2,2.14483,41.378807,2017-08-12 13:00:00
2017S009025,1,0,1,2,2.147159,41.38053,2017-11-01 08:00:00
2017S008956,1,0,1,2,2.147159,41.38053,2017-10-30 08:00:00
2017S001829,1,0,1,2,2.155059,41.384771,2017-03-06 09:00:00
2017S006292,1,0,1,2,2.151653,41.378821,2017-07-18 23:00:00
2017S010591,0,0,0,2,2.1513299999999997,41.379217,2017-12-22 06:00:00
2017S002544,1,0,1,2,2.1482810000000003,41.379678000000006,2017-03-30 13:00:00
2017S006310,1,0,1,1,2.154035,41.37874,2017-07-19 17:00:00
2017S010193,1,0,1,2,2.155003,41.37912,2017-12-07 13:00:00
2017S009343,1,0,1,2,2.1426279999999998,41.385659000000004,2017-11-10 20:00:00
2017S003804,1,0,1,2,2.148774,41.380869,2017-04-28 22:00:00
2017S001088,1,0,1,2,2.152804,41.383075,2017-02-09 09:00:00
2017S002040,1,0,1,2,2.155159,41.379583000000004,2017-03-11 05:00:00
2017S002208,1,0,1,1,2.146032,41.384782,2017-03-19 12:00:00
2017S001117,1,0,1,2,2.14719,41.38219,2017-02-10 11:00:00
2017S005803,1,0,1,2,2.1534459999999997,41.380028,2017-07-04 11:00:00
2017S006180,1,0,1,2,2.149421,41.382228000000005,2017-07-15 19:00:00
2017S005492,1,0,1,2,2.1492080000000002,41.381935,2017-06-23 10:00:00
2017S000584,1,0,1,2,2.154055,41.380763,2017-01-22 02:00:00
2017S006257,2,0,2,1,2.15237,41.386612,2017-07-18 10:00:00
2017S004306,1,0,1,1,2.157427,41.381284,2017-05-15 09:00:00
2017S009867,2,0,2,2,2.159047,41.381577,2017-11-27 10:00:00
2017S003481,1,0,1,2,2.162641,41.380635,2017-04-19 10:00:00
2017S001344,1,0,1,1,2.163143,41.378668,2017-02-17 18:00:00
2017S007747,2,0,2,1,2.160933,41.374978000000006,2017-09-19 13:00:00
2017S006016,1,0,1,2,2.143944,41.386772,2017-07-11 11:00:00
2017S005109,1,0,1,2,2.162058,41.377777,2017-06-10 20:00:00
2017S009172,1,0,1,1,2.160946,41.380328999999996,2017-11-06 19:00:00
2017S003949,1,0,1,2,2.160946,41.380328999999996,2017-05-04 11:00:00
2017S004732,1,0,1,2,2.160586,41.380819,2017-05-29 18:00:00
2017S005384,1,0,1,2,2.159811,41.381177,2017-06-19 18:00:00
2017S007547,2,0,2,3,2.160797,41.383476,2017-09-12 09:00:00
2017S008711,2,0,2,3,2.160201,41.381328,2017-10-21 14:00:00
2017S003131,1,0,1,2,2.1482810000000003,41.386492,2017-04-05 08:00:00
2017S009754,1,0,1,2,2.159811,41.381177,2017-11-23 19:00:00
2017S009727,1,0,1,2,2.160939,41.376927,2017-11-22 19:00:00
2017S007135,1,0,1,1,2.1605830000000004,41.375355,2017-08-23 10:00:00
2017S003080,0,0,0,2,2.14715,41.387342,2017-04-03 18:00:00
2017S007733,1,0,1,1,2.161291,41.383845,2017-09-18 23:00:00
2017S007239,1,0,1,2,2.1619639999999998,41.384685,2017-08-29 21:00:00
2017S009133,0,1,1,1,2.162809,41.384192,2017-11-05 00:00:00
2017S004655,1,0,1,2,2.1619639999999998,41.384685,2017-05-26 15:00:00
2017S004538,1,0,1,2,2.163581,41.378142,2017-05-22 19:00:00
2017S004916,1,0,1,2,2.163143,41.378668,2017-06-04 18:00:00
2017S006574,1,0,1,2,2.1436450000000002,41.390505,2017-07-28 15:00:00
2017S006195,2,0,2,1,2.151673,41.387327,2017-07-16 07:00:00
2017S008472,1,0,1,2,2.147162,41.389053999999994,2017-10-14 22:00:00
2017S010311,1,0,1,2,2.158684,41.37863,2017-12-13 15:00:00
2017S005451,1,0,1,2,2.1545240000000003,41.378754,2017-06-21 13:00:00
2017S003423,1,0,1,3,2.156297,41.380433000000004,2017-04-15 15:00:00
2017S005696,1,0,1,2,2.156297,41.380433000000004,2017-06-30 08:00:00
2017S010566,1,0,1,2,2.156427,41.378622,2017-12-21 16:00:00
2017S001103,1,0,1,2,2.1442930000000002,41.390273,2017-02-09 18:00:00
2017S005603,1,0,1,2,2.18111,41.406037,2017-06-27 14:00:00
2017S008266,1,0,1,2,2.182219,41.405190999999995,2017-10-06 22:00:00
2017S000008,2,0,2,2,2.1663759999999996,41.393276,2017-01-01 10:00:00
2017S000046,1,0,1,2,2.167508,41.39414,2017-01-03 09:00:00
2017S000469,1,0,1,1,2.167508,41.39414,2017-01-17 16:00:00
2017S000482,1,0,1,2,2.163202,41.392469,2017-01-18 10:00:00
2017S003291,1,0,1,2,2.161465,41.397016,2017-04-10 14:00:00
2017S003137,1,0,1,2,2.162979,41.395876,2017-04-05 08:00:00
2017S006502,2,0,2,2,2.181477,41.404516,2017-07-25 20:00:00
2017S000114,1,0,1,2,2.164884,41.392165000000006,2017-01-05 15:00:00
2017S000965,1,0,1,2,2.161465,41.397016,2017-02-05 03:00:00
2017S009842,1,0,1,1,2.159495,41.396524,2017-11-26 08:00:00
2017S007351,2,0,2,2,2.159495,41.396524,2017-09-02 17:00:00
2017S007236,1,0,1,2,2.159529,41.396527,2017-08-29 20:00:00
2017S001735,1,0,1,2,2.160389,41.396215000000005,2017-03-02 16:00:00
2017S005640,1,0,1,2,2.181123,41.404365999999996,2017-06-28 20:00:00
2017S004444,1,0,1,2,2.162979,41.395876,2017-05-19 18:00:00
2017S009769,2,0,2,2,2.1585,41.392446,2017-11-24 09:00:00
2017S009732,1,0,1,2,2.181123,41.407749,2017-11-23 07:00:00
2017S006781,1,0,1,2,2.179982,41.406896,2017-08-05 13:00:00
2017S003107,1,0,1,2,2.178659,41.406379,2017-04-04 12:00:00
2017S000508,1,0,1,4,2.164111,41.395009,2017-01-19 10:00:00
2017S005620,1,0,1,2,2.165261,41.394135999999996,2017-06-28 08:00:00
2017S009915,1,0,1,2,2.165823,41.394725,2017-11-28 14:00:00
2017S000033,1,0,1,2,2.181123,41.404365999999996,2017-01-02 17:00:00
2017S000973,2,0,2,2,2.164111,41.395009,2017-02-05 16:00:00
2017S009978,2,0,2,2,2.162817,41.390809999999995,2017-11-30 11:00:00
2017S001308,1,0,1,2,2.159495,41.396524,2017-02-16 19:00:00
2017S007562,1,0,1,2,2.156212,41.394178000000004,2017-09-12 16:00:00
2017S008569,1,0,1,2,2.163448,41.391077,2017-10-18 10:00:00
2017S001930,1,0,1,2,2.165261,41.394135999999996,2017-03-09 14:00:00
2017S010310,1,0,1,2,2.159495,41.396524,2017-12-13 14:00:00
2017S008736,4,0,4,2,2.178945,41.402738,2017-10-22 13:00:00
2017S003012,1,0,1,2,2.1623040000000002,41.391909000000005,2017-04-01 15:00:00
2017S008998,1,0,1,2,2.1623040000000002,41.391909000000005,2017-10-31 14:00:00
2017S002142,1,0,1,2,2.161887,41.390149,2017-03-17 08:00:00
2017S003425,1,0,1,2,2.157645,41.395813000000004,2017-04-15 19:00:00
2017S009120,1,0,1,2,2.1565779999999997,41.395549,2017-11-04 17:00:00
2017S009337,1,0,1,2,2.155714,41.395567,2017-11-11 00:00:00
2017S000013,1,0,1,1,2.164884,41.392165000000006,2017-01-01 15:00:00
2017S005433,1,0,1,2,2.158287,41.393878,2017-06-21 10:00:00
2017S010416,1,0,1,2,2.180009,41.403541,2017-12-16 22:00:00
2017S008587,1,0,1,2,2.163201,41.392749,2017-10-18 14:00:00
2017S001361,1,0,1,2,2.1623040000000002,41.391909000000005,2017-02-18 11:00:00
